工作名称,工作薪资,工作网站,公司名称,公司网站,公司性质,公司地点,公司标签,公司人数,公司待遇,工作年限,招聘日期
深度学习算法,5-7万/月,https://jobs.51job.com/beijing/119598641.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京,民营公司,互联网/电子商务,1000-5000人,,6,2020-07-16 10:54:16
技术支持工程师,1-2万/月,https://jobs.51job.com/beijing-cyq/114195706.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,3,2020-07-16 10:54:06
测试经理,1.3-1.5万/月,https://jobs.51job.com/beijing-cyq/114194478.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,6,2020-07-16 10:54:05
技术经理,1.5-2.5万/月,https://jobs.51job.com/beijing-cyq/114193761.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,6,2020-07-16 10:54:05
大数据科研工程师,1-1.5万/月,https://jobs.51job.com/beijing-cyq/114183567.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金 补充医疗保险 补充公积金 员工旅游 出国机会 股票期权,4,2020-07-16 10:53:56
数据挖掘,2-2.5万/月,https://jobs.51job.com/beijing-cyq/114173769.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,5,2020-07-16 10:53:56
硬件测试工程师,2-2.5万/月,https://jobs.51job.com/beijing-cyq/114171426.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,5,2020-07-16 10:53:56
功能测试工程师,2-2.5万/月,https://jobs.51job.com/beijing-cyq/114171089.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,5,2020-07-16 10:53:56
Golang工程师,2.5-3万/月,https://jobs.51job.com/beijing-cyq/114167591.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 年终奖金 绩效奖金,5,2020-07-16 10:53:56
大数据工程师,1.5-2万/月,https://jobs.51job.com/beijing/120760724.html?s=01&t=0,迪思杰（北京）数据管理技术有限公司,https://jobs.51job.com/all/co191994.html,北京,民营公司,计算机软件,150-500人,,6,2020-07-16 09:48:09
开发工程师,1-1.5万/月,https://jobs.51job.com/beijing/120760099.html?s=01&t=0,迪思杰（北京）数据管理技术有限公司,https://jobs.51job.com/all/co191994.html,北京,民营公司,计算机软件,150-500人,,5,2020-07-16 09:48:09
数据开发工程师,0.9-1.2万/月,https://jobs.51job.com/beijing/122405052.html?s=01&t=0,高伟达软件股份有限公司,https://jobs.51job.com/all/co104688.html,北京,上市公司,计算机软件,1000-5000人,五险一金 员工旅游 餐饮补贴 绩效奖金 定期体检,4,2020-07-16 09:10:56
018仿真开发工程师,,https://jobs.51job.com/beijing/120729480.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
016信息融合工程师,,https://jobs.51job.com/beijing/120729430.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
015任务管理工程师,,https://jobs.51job.com/beijing/120729411.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
013软件架构师,,https://jobs.51job.com/beijing/120729345.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
012系统架构师,,https://jobs.51job.com/beijing/120729315.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
011软件开发工程师,,https://jobs.51job.com/beijing/120728941.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
009前端应用开发工程师,,https://jobs.51job.com/beijing/120728798.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
008可视化工程师,,https://jobs.51job.com/beijing/120728651.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
007自然语言处理工程师,,https://jobs.51job.com/beijing/120728607.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
004数据集成及应用工程师,,https://jobs.51job.com/beijing/120728387.html?s=01&t=0,中国电子科技集团公司电子科学研究院,https://jobs.51job.com/all/co5802684.html,北京,事业单位,电子技术/半导体/集成电路,,,,2020-07-07 04:29:53
Java开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-cyq/125371115.html?s=01&t=0,北京中腾佰脉医疗科技有限责任公司,https://jobs.51job.com/all/co5922220.html,北京-朝阳区,合资,计算机软件,少于50人,五险一金 年终奖金 弹性工作,3,2020-09-16 13:27:32
实习Java开发工程师-北京-01120,2.5-6千/月,https://jobs.51job.com/beijing/125472717.html?s=01&t=0,中信网络科技股份有限公司,https://jobs.51job.com/all/co578452.html,北京,民营公司,计算机软件,500-1000人,五险一金 补充医疗保险 员工旅游 交通补贴 餐饮补贴 通讯补贴 绩效奖金 年终奖金 弹性工作 定期体检,1,2020-09-16 04:17:22
校招-Java开发工程师(J12005),2-5千/月,https://jobs.51job.com/beijing/124724069.html?s=01&t=0,北京东方国信科技股份有限公司,https://jobs.51job.com/all/co108009.html,北京,上市公司,计算机软件,5000-10000人,五险一金 年终奖金 定期体检 专业培训 餐饮补贴,1,2020-09-16 04:17:22
Java开发工程师,2-4千/月,https://jobs.51job.com/beijing/123055429.html?s=01&t=0,北京慧点科技有限公司,https://jobs.51job.com/all/co146207.html,北京,民营公司,计算机软件,500-1000人,五险一金 补充医疗保险 餐饮补贴 年终奖金 绩效奖金 定期体检 弹性工作,1,2020-09-16 14:42:41
Java开发工程师,2-4千/月,https://jobs.51job.com/beijing/116244431.html?s=01&t=0,北京慧点科技有限公司,https://jobs.51job.com/all/co146207.html,北京,民营公司,计算机软件,500-1000人,五险一金 补充医疗保险 餐饮补贴 年终奖金 绩效奖金 定期体检 弹性工作,1,2020-09-16 14:42:40
Java开发工程师,2-3千/月,https://jobs.51job.com/beijing/125337000.html?s=01&t=0,方正国际软件（北京）有限公司,https://jobs.51job.com/all/co3349845.html,北京,国企,计算机软件,1000-5000人,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 14:36:03
Java高级研发工程师,1.5千以下/月,https://jobs.51job.com/chongqing/122689224.html?s=01&t=0,北京乐智才云信息科技有限公司,https://jobs.51job.com/all/co5176443.html,异地招聘,民营公司,电子技术/半导体/集成电路,50-150人,,4,2020-09-16 10:31:34
Java开发工程师,20-40万/月,https://jobs.51job.com/beijing/124954547.html?s=01&t=0,北京睿和鼎新管理咨询有限公司,https://jobs.51job.com/all/co5933679.html,北京,民营公司,计算机软件,,,5,2020-09-16 10:20:40
Java高级开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-hdq/119139742.html?s=01&t=0,北京思普科软件股份有限公司,https://jobs.51job.com/all/co105996.html,北京-海淀区,民营公司,计算机软件,少于50人,五险一金 餐饮补贴 定期体检 绩效奖金 年终奖金,5,2020-09-16 10:09:41
(急聘) java爬虫开发工程师,4-7.5千/月,https://jobs.51job.com/beijing-hdq/124698065.html?s=01&t=0,深圳神木源科技有限公司,https://jobs.51job.com/all/co5616198.html,北京-海淀区,民营公司,计算机服务(系统、数据服务、维修),150-500人,五险一金 餐补补贴 住房补贴 专业培训 绩效奖金 年底双薪 弹性工作 员工旅游 定期体检 下午茶,10,2020-09-16 09:49:58
java技术副总监,5-8万/年,https://jobs.51job.com/beijing-dxq/113660709.html?s=01&t=0,深圳市捷兴电子商务有限公司,https://jobs.51job.com/all/co4784710.html,北京-大兴区,民营公司,互联网/电子商务,150-500人,,5,2020-09-16 09:45:24
Java开发工程师,1.5千以下/月,https://jobs.51job.com/beijing/125179362.html?s=01&t=0,北京麦浪科技有限公司,https://jobs.51job.com/all/co6034947.html,北京,民营公司,计算机软件,少于50人,,1,2020-09-16 08:29:15
Java开发工程师（13）,1.5-2千/月,https://jobs.51job.com/beijing-cyq/122600895.html?s=01&t=0,上海复深蓝软件股份有限公司,https://jobs.51job.com/all/co102233.html,北京-朝阳区,上市公司,计算机软件,1000-5000人,周末双休 绩效奖金 带薪年假 五险一金 节日福利 做五休二 餐饮补贴 交通补贴,5,2020-09-15 17:37:59
Java开发工程师,1.5千以下/月,https://jobs.51job.com/beijing-hdq/121142353.html?s=01&t=0,中电科技（北京）有限公司,https://jobs.51job.com/all/co3111043.html,北京-海淀区,国企,计算机软件,150-500人,,5,2020-09-15 13:41:50
Java高级开发工程师,2-3千/月,https://jobs.51job.com/beijing-cyq/124750437.html?s=01&t=0,大连东软思维科技发展有限公司,https://jobs.51job.com/all/co3560056.html,北京-朝阳区,民营公司,计算机软件,1000-5000人,五险一金 定期体检 年终奖金,6,2020-09-15 11:19:13
Java高级开发工程师,5-7万/月,https://jobs.51job.com/xian-gxjs/123817057.html?s=01&t=0,西安智人网络科技有限公司,https://jobs.51job.com/all/co5102328.html,异地招聘,民营公司,专业服务(咨询、人力资源、财会),150-500人,五险一金 补充医疗保险 补充公积金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 弹性工作,6,2020-09-15 09:21:19
Java架构师,5-7万/月,https://jobs.51job.com/beijing-dcq/119992858.html?s=01&t=0,江苏云学堂网络科技有限公司,https://jobs.51job.com/all/co3431648.html,北京-东城区,民营公司,互联网/电子商务,500-1000人,五险一金 员工旅游 餐饮补贴 通讯补贴 专业培训 绩效奖金 弹性工作 定期体检,8,2020-09-14 15:27:10
Java高级开发工程师,1.5-2千/月,https://jobs.51job.com/beijing/124461726.html?s=01&t=0,中国科学院计算机网络信息中心,https://jobs.51job.com/all/co2511509.html,北京,事业单位,教育/培训/院校,500-1000人,五险一金 餐饮补贴 定期体检 年终奖金 绩效奖金 弹性工作 专业培训,5,2020-09-14 14:30:28
高级java技术人才,7-10万/月,https://jobs.51job.com/beijing-cyq/123199456.html?s=01&t=0,好大夫在线,https://jobs.51job.com/all/co2740684.html,北京-朝阳区,外资（欧美）,互联网/电子商务,500-1000人,周末双休 带薪年假 五险一金 免费班车 绩效奖金 节日福利 专业培训 餐饮补贴 免费健身,6,2020-09-14 09:30:12
Java高级开发工程师,2-3千/月,https://jobs.51job.com/beijing-cpq/124731705.html?s=01&t=0,大连东软思维科技发展有限公司,https://jobs.51job.com/all/co3560056.html,北京-昌平区,民营公司,计算机软件,1000-5000人,五险一金 补充医疗保险 年终奖金 带薪年假 节假日福利 周末双休,6,2020-09-14 08:48:00
软件开发工程师JAVA,1.5-2千/月,https://jobs.51job.com/beijing-ftq/125335823.html?s=01&t=0,通号通信信息集团有限公司,https://jobs.51job.com/all/co3654061.html,北京-丰台区,国企,通信/电信/网络设备,500-1000人,通讯补贴 定期体检 餐饮补贴 专业培训 年终奖金 补充医疗保险 交通补贴 采暖补贴 防暑降温补贴,6,2020-09-13 17:00:01
Java开发工程师,2.5-4千/月,https://jobs.51job.com/beijing/125335498.html?s=01&t=0,友邦资讯科技(广州)有限公司,https://jobs.51job.com/all/co4864865.html,北京,民营公司,计算机软件,500-1000人,,1,2020-09-13 17:00:01
JAVA工程师（机电）,2万以下/年,https://jobs.51job.com/beijing-hdq/125254061.html?s=01&t=0,中国铁道科学研究院电子计算技术研究所,https://jobs.51job.com/all/co1287766.html,北京-海淀区,国企,计算机软件,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 弹性工作,5,2020-09-11 16:00:01
Java开发工程师,1.5千以下/月,https://jobs.51job.com/beijing-xcq/125244016.html?s=01&t=0,北京致远宣大科技有限公司,https://jobs.51job.com/all/co5611593.html,北京-西城区,民营公司,计算机软件,50-150人,股票期权 年终奖金 绩效奖金 交通补贴 餐饮补贴 专业培训 通讯补贴 员工旅游 五险一金 定期体检,5,2020-09-11 14:00:01
Java开发工程师（实习生）,1.5-2千/月,https://jobs.51job.com/beijing-dxq/121354564.html?s=01&t=0,北京欧尚聚创科技有限公司,https://jobs.51job.com/all/co5162257.html,北京-大兴区,民营公司,计算机软件,50-150人,员工旅游 专业培训 绩效奖金 年终奖金 定期体检 弹性工作,1,2020-09-09 10:59:44
JAVA工程师（实习生）(EPM1zx)(J12209),2.2-3千/月,https://jobs.51job.com/beijing/124599265.html?s=01&t=0,北京东方国信科技股份有限公司,https://jobs.51job.com/all/co108009.html,北京,上市公司,计算机软件,5000-10000人,五险一金 年终奖金 定期体检 专业培训 餐饮补贴,1,2020-09-08 11:00:01
Java开发工程师,1.5千以下/月,https://jobs.51job.com/beijing-hdq/123862158.html?s=01&t=0,中国铁道科学研究院电子计算技术研究所,https://jobs.51job.com/all/co1287766.html,北京-海淀区,国企,计算机软件,500-1000人,五险一金 年终奖金 专业培训,5,2020-09-08 08:48:01
Java开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-xcq/125066678.html?s=01&t=0,北京天景隆软件科技有限公司,https://jobs.51job.com/all/co1406355.html,北京-西城区,民营公司,计算机软件,150-500人,,5,2020-09-05 13:00:01
Java初中级开发工程师,0.5-1万/月,https://jobs.51job.com/beijing-dcq/123335124.html?s=01&t=0,西安万德协创信息科技有限公司,https://jobs.51job.com/all/co5877642.html,北京-东城区,民营公司,计算机软件,500-1000人,五险一金,5,2020-08-31 15:43:56
Java开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-dxq/122534048.html?s=01&t=0,北京华卫迪特健康科技有限公司,https://jobs.51job.com/all/co4009382.html,北京-大兴区,民营公司,计算机软件,少于50人,五险一金 免费班车 年终奖金 餐饮补贴,6,2020-08-19 14:05:36
两轮-高级Java开发工程师,4.5-6千/月,https://jobs.51job.com/beijing-cyq/124577608.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,6,2020-08-18 18:00:01
Java架构师,7-10万/月,https://jobs.51job.com/beijing-cyq/123301876.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 交通补贴 绩效奖金 补充医疗保险 餐饮补贴 年终奖金 补充公积金 通讯补贴 股票期权 免费班车,5,2020-08-14 15:36:59
Java高级开发工程师,5-7万/月,https://jobs.51job.com/beijing-cyq/123301851.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,五险一金 交通补贴 绩效奖金 补充医疗保险 餐饮补贴 年终奖金 补充公积金 通讯补贴 股票期权 免费班车,6,2020-08-14 15:36:59
Java开发工程师,1.5千以下/月,https://jobs.51job.com/beijing-ftq/123615407.html?s=01&t=0,北京致远宣大科技有限公司,https://jobs.51job.com/all/co5611593.html,北京-丰台区,民营公司,计算机软件,50-150人,,5,2020-08-10 17:08:58
Java大数据开发工程师,15-25万/月,https://jobs.51job.com/beijing-cyq/112933097.html?s=01&t=0,欢网科技有限责任公司,https://jobs.51job.com/all/co2377033.html,北京-朝阳区,合资,互联网/电子商务,150-500人,周末双休 带薪年假 五险一金 节日福利 弹性工作 餐饮补贴 定期体检,6,2020-08-10 12:00:01
Java中级开发工程师,5-8千/月,https://jobs.51job.com/kunming-gdq/119979316.html?s=01&t=0,天津金铭瑞通科技有限公司,https://jobs.51job.com/all/co5770302.html,异地招聘,民营公司,计算机软件,少于50人,周末双休 五险一金 绩效奖金 节日福利 专业培训 餐饮补贴,4,2020-07-30 09:34:35
Java开发工程师,1.3-1.8万/月,https://jobs.51job.com/beijing/121034060.html?s=01&t=0,泛华金融控股集团,https://jobs.51job.com/all/co2051071.html,北京,上市公司,金融/投资/证券,1000-5000人,周末双休 带薪年假 五险一金 绩效奖金 节日福利 专业培训,5,2020-09-15 10:52:05
中级JAVA工程师-互联网架构处,1.3-1.8万/月,https://jobs.51job.com/beijing/116687141.html?s=01&t=0,泛华金融控股集团,https://jobs.51job.com/all/co2051071.html,北京,上市公司,金融/投资/证券,1000-5000人,周末双休 带薪年假 五险一金 专业培训 做五休二 绩效奖金 节日福利,5,2020-09-15 10:52:05
JAVA开发工程师-核心开发处,1.3-1.8万/月,https://jobs.51job.com/beijing/103836836.html?s=01&t=0,泛华金融控股集团,https://jobs.51job.com/all/co2051071.html,北京,上市公司,金融/投资/证券,1000-5000人,周末双休 带薪年假 五险一金 专业培训 做五休二 绩效奖金 节日福利,5,2020-09-15 10:52:05
Java 开发工程师,1.4-1.6万/月,https://jobs.51job.com/beijing/125256110.html?s=01&t=0,软通动力信息技术（集团）股份有限公司,https://jobs.51job.com/all/co1686854.html,北京,民营公司,计算机软件,10000人以上,五险一金 弹性工作 定期体检 免费班车,5,2020-09-07 17:23:08
Java高级开发工程师,1.5-2万/月,https://jobs.51job.com/beijing/124659761.html?s=01&t=0,软通动力信息技术（集团）股份有限公司,https://jobs.51job.com/all/co1686854.html,北京,民营公司,计算机软件,10000人以上,,6,2020-08-22 15:00:01
中高级JAVA工程师,1.2-2万/月,https://jobs.51job.com/beijing/123666074.html?s=01&t=0,软通动力信息技术（集团）股份有限公司,https://jobs.51job.com/all/co1686854.html,北京,民营公司,计算机软件,10000人以上,五险一金 弹性工作 定期体检 免费班车,5,2020-07-25 10:00:01
domino开发工程师,1.5-2千/月,https://jobs.51job.com/beijing/125488152.html?s=01&t=0,北京明月软件技术有限公司,https://jobs.51job.com/all/co2238216.html,北京,民营公司,计算机软件,150-500人,,5,2020-09-16 04:17:22
校招-区块链开发工程师(J12235),2-5千/月,https://jobs.51job.com/beijing/124741533.html?s=01&t=0,北京东方国信科技股份有限公司,https://jobs.51job.com/all/co108009.html,北京,上市公司,计算机软件,5000-10000人,五险一金 年终奖金 定期体检 专业培训 餐饮补贴,1,2020-09-16 04:17:22
校招-算法工程师(J12226),2-5千/月,https://jobs.51job.com/beijing/124730675.html?s=01&t=0,北京东方国信科技股份有限公司,https://jobs.51job.com/all/co108009.html,北京,上市公司,计算机软件,5000-10000人,五险一金 年终奖金 定期体检 专业培训 餐饮补贴,1,2020-09-16 04:17:22
数据挖掘实习生,3-4.5千/月,https://jobs.51job.com/beijing/122986228.html?s=01&t=0,博彦科技股份有限公司,https://jobs.51job.com/all/co5915580.html,北京,民营公司,多元化业务集团公司,,,1,2020-09-16 04:17:22
cocos2d-x游戏前端主程,2-3千/月,https://jobs.51job.com/beijing-hdq/125453614.html?s=01&t=0,文德互动（北京）信息科技有限公司,https://jobs.51job.com/all/co6075616.html,北京-海淀区,民营公司,互联网/电子商务,,,5,2020-09-16 04:17:22
后端开发助理工程师,4-6千/月,https://jobs.51job.com/beijing-hdq/125315009.html?s=01&t=0,华云数通科技（北京）有限公司,https://jobs.51job.com/all/co6065124.html,北京-海淀区,民营公司,计算机软件,150-500人,五险一金 免费班车 交通补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 股票期权 餐饮补贴,10,2020-09-16 15:02:14
实施工程师,2-4千/月,https://jobs.51job.com/beijing/123056060.html?s=01&t=0,北京慧点科技有限公司,https://jobs.51job.com/all/co146207.html,北京,民营公司,计算机软件,500-1000人,五险一金 补充医疗保险 餐饮补贴 年终奖金 绩效奖金 定期体检 弹性工作,1,2020-09-16 14:42:41
美团搜索-搜索算法专家（到餐负责人）,5-7万/月,https://jobs.51job.com/beijing-cyq/123596129.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,6,2020-09-16 13:15:20
搜索-资深搜索研发工程师,5-7万/月,https://jobs.51job.com/beijing-cyq/123596143.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,6,2020-09-16 13:15:08
对日软件开发工程师（实习生）,2-3千/月,https://jobs.51job.com/beijing/118239914.html?s=01&t=0,日立解决方案（中国）有限公司,https://jobs.51job.com/all/co2672234.html,北京,外资（非欧美）,计算机软件,150-500人,,1,2020-09-16 11:00:37
phpjava***程序员,2-3千/月,https://jobs.51job.com/beijing-xcq/122299985.html?s=01&t=0,方圆天下（深圳）科技有限公司,https://jobs.51job.com/all/co5238251.html,北京-西城区,民营公司,互联网/电子商务,少于50人,弹性工作,10,2020-09-16 10:28:54
后台开发实习工程师,3.5-6.5千/月,https://jobs.51job.com/beijing-hdq/112141814.html?s=01&t=0,融联易云金融信息服务（北京）有限公司,https://jobs.51job.com/all/co5434325.html,北京-海淀区,国企,计算机软件,150-500人,,1,2020-09-16 09:52:13
SCM软件配置管理工程师,2-4万/年,https://jobs.51job.com/beijing-dxq/114480591.html?s=01&t=0,深圳市捷兴电子商务有限公司,https://jobs.51job.com/all/co4784710.html,北京-大兴区,民营公司,互联网/电子商务,150-500人,,3,2020-09-16 09:45:42
项目经理,2-3万/年,https://jobs.51job.com/beijing-dxq/113667344.html?s=01&t=0,深圳市捷兴电子商务有限公司,https://jobs.51job.com/all/co4784710.html,北京-大兴区,民营公司,互联网/电子商务,150-500人,,4,2020-09-16 09:45:42
系统开发工程师,1.5千以下/月,https://jobs.51job.com/beijing-cyq/123875450.html?s=01&t=0,北京冠华英才国际经济技术有限公司,https://jobs.51job.com/all/co3309573.html,北京-朝阳区,民营公司,专业服务(咨询、人力资源、财会),10000人以上,内部食堂 专业培训 定期体检 弹性工作 出国机会 员工旅游 通讯补贴 餐饮补贴 交通补贴 年终奖金,3,2020-09-16 09:30:52
全栈开发实习生,120元/天,https://jobs.51job.com/beijing-hdq/121456658.html?s=01&t=0,清华大学能源互联网创新研究院,https://jobs.51job.com/all/co3820121.html,北京-海淀区,事业单位,学术/科研,150-500人,,1,2020-09-16 09:05:00
后端开发工程师,3-4.5千/月,https://jobs.51job.com/beijing-ftq/124339681.html?s=01&t=0,金祺创（北京）技术有限公司,https://jobs.51job.com/all/co5329378.html,北京-丰台区,民营公司,电子技术/半导体/集成电路,50-150人,,1,2020-09-16 08:59:56
实习数据架构工程师助理,4.5-6千/月,https://jobs.51job.com/beijing/124262653.html?s=01&t=0,库学科技（河北）有限公司,https://jobs.51job.com/all/co5917444.html,北京,民营公司,计算机软件,150-500人,五险一金 补充公积金 免费班车 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 股票期权,1,2020-09-16 08:44:07
IT技术架构师/资深开发工程师,1.5-2千/月,http://h3c.51job.com/jobdes.html?jobid=121620303,新华三技术有限公司,http://h3c.51job.com/,北京-朝阳区,合资,通信/电信/网络设备,10000人以上,五险一金 定期体检 交通补贴 专业培训 餐饮补贴 年终奖金 绩效奖金 通讯补贴,6,2020-09-16 07:05:24
后端开发,1.5-2千/月,https://jobs.51job.com/beijing-hdq/123484477.html?s=01&t=0,亚信科技IDC,https://jobs.51job.com/all/co5554324.html,北京-海淀区,上市公司,计算机软件,10000人以上,五险一金 补充医疗保险 通讯补贴 专业培训 年终奖金 弹性工作 定期体检,5,2020-09-16 07:00:37
Andriod开发,13-26万/月,https://jobs.51job.com/beijing-cyq/119801824.html?s=01&t=0,北京创薪枫图企业管理有限公司,https://jobs.51job.com/all/co4109210.html,北京-朝阳区,民营公司,计算机软件,150-500人,五险一金 员工旅游,6,2020-09-16 04:17:22
后端开发实习生-电商业务,3-6千/月,https://jobs.51job.com/beijing/125200911.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,下午茶 健身瑜伽 团队氛围好 扁平管理 用户过亿 大牛带队 餐补 免费三餐 薪资优厚 弹性工作,1,2020-09-16 01:17:04
大数据研发负责人,5-8万/月,https://jobs.51job.com/beijing/125007957.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,7,2020-09-16 01:16:34
后台开发实习生,4-8千/月,https://jobs.51job.com/beijing/120143198.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,下午茶 扁平管理 健身瑜伽 免费三餐 租房补贴,1,2020-09-16 01:09:07
后端架构师,5-10万/月,https://jobs.51job.com/beijing/119766541.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 高薪期权 扁平管理 职业大牛 晋升空间 团队氛围好 优厚薪资,6,2020-09-16 01:08:22
后端开发实习生（可转正） — 展现优化,4-8千/月,https://jobs.51job.com/beijing/119923148.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,过亿用户 职业大牛 弹性工作 免费三餐 团队氛围好,1,2020-09-16 01:05:22
后端开发实习生 - 数据平台,4-8千/月,https://jobs.51job.com/beijing/108069313.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,弹性工作 免费三餐 餐补 租房补贴,1,2020-09-16 01:02:59
后台开发实习生 - 西瓜视频,3-6千/月,https://jobs.51job.com/beijing/106724671.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,弹性工作 免费三餐 休闲下午茶 扁平管理 健身瑜伽 职业大牛 团队氛围好,1,2020-09-16 01:02:42
到店技术-业务测试技术经理,5-7万/月,https://jobs.51job.com/beijing-cyq/124851989.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,6,2020-09-15 21:48:15
后台技术专家/高级工程师,5-7万/月,https://jobs.51job.com/beijing-cyq/123836088.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,6,2020-09-15 21:30:00
实习初级运维工程师（21届）,1.5-3千/月,http://neusoft.51job.com/sc/show_job_detail.php?jobid=124835947,东软集团股份有限公司,http://neusoft.51job.com,北京-昌平区,上市公司,计算机软件,10000人以上,五险一金 补充医疗保险 交通补贴 专业培训 年终奖金 定期体检 通讯补贴,1,2020-09-15 18:47:43
